,file_name,file_extension,id,width,height,channel,segmentation,area,bbox,use,bbox_area,bright,lumin,lapla,expos
395,00274.jpeg,jpeg,274,800,600,3,"[[1, 1, 458, 1, 458, 271, 1, 271]]",123390,"[1, 1, 457, 270]",train,25.71,0.51,0.17094789760348586,0.010017706908986696,ok
396,00276.jpeg,jpeg,276,254,198,3,"[[0, 0, 253, 0, 253, 197, 0, 197]]",49841,"[0, 0, 253, 197]",train,99.1,0.34,0.11367982225632373,0.009657404830774426,ok
397,00279.jpeg,jpeg,279,278,182,3,"[[46, 92, 176, 92, 176, 137, 46, 137]]",5850,"[46, 92, 130, 45]",train,11.56,0.43,0.14266978143406414,0.012594808012894669,ok
398,00281.jpeg,jpeg,281,347,145,3,"[[1, 3, 345, 3, 345, 144, 1, 144]]",48504,"[1, 3, 344, 141]",train,96.4,0.41,0.13729459957821283,0.0036976719926485433,ok
399,00282.jpeg,jpeg,282,259,194,3,"[[0, 23, 257, 23, 257, 191, 0, 191]]",43176,"[0, 23, 257, 168]",train,85.93,0.42,0.13919562809799318,0.005769707570333415,ok
400,00283.jpeg,jpeg,283,259,194,3,"[[1, 1, 238, 1, 238, 193, 1, 193]]",45504,"[1, 1, 237, 192]",train,90.56,0.44,0.1466650484843329,0.0014136416102991625,ok
401,00285.jpeg,jpeg,285,275,183,3,"[[11, 96, 254, 96, 254, 181, 11, 181]]",20655,"[11, 96, 243, 85]",train,41.04,0.32,0.10671853864910759,0.0013642913517848986,ok
402,00287.jpeg,jpeg,287,272,186,3,"[[53, 30, 264, 30, 264, 89, 53, 89]]",12449,"[53, 30, 211, 59]",train,24.61,0.52,0.1748851248279198,0.004167612303060189,ok
403,00288.jpeg,jpeg,288,800,533,3,"[[52, 78, 708, 78, 708, 488, 52, 488]]",268960,"[52, 78, 656, 410]",train,63.08,0.47,0.1562798470858012,0.02089447597799093,ok
404,00289.jpeg,jpeg,289,259,194,3,"[[2, 33, 256, 33, 256, 192, 2, 192]]",40386,"[2, 33, 254, 159]",train,80.38,0.36,0.11851377497223464,0.009585338033856926,ok
405,00290.jpeg,jpeg,290,300,168,3,"[[1, 56, 292, 56, 292, 167, 1, 167]]",32301,"[1, 56, 291, 111]",train,64.09,0.45,0.14955189853719267,0.0020157782107272583,ok
406,00292.jpeg,jpeg,292,246,205,3,"[[3, 5, 243, 5, 243, 180, 3, 180]]",42000,"[3, 5, 240, 175]",train,83.28,0.72,0.24141380208637095,0.00020666448347109504,over-exposed
407,00294.jpeg,jpeg,294,194,259,3,"[[1, 92, 168, 92, 168, 242, 1, 242]]",25050,"[1, 92, 167, 150]",train,49.85,0.44,0.14553484438263092,0.02335862446738487,ok
408,00295.jpeg,jpeg,295,259,194,3,"[[22, 43, 204, 43, 204, 189, 22, 189]]",26572,"[22, 43, 182, 146]",train,52.88,0.43,0.1426704014939309,0.0023743152993453325,ok
409,00296.jpeg,jpeg,296,299,168,3,"[[11, 70, 168, 70, 168, 130, 11, 130]]",9420,"[11, 70, 157, 60]",train,18.75,0.44,0.14753988551942515,0.00465744029014141,ok
410,00296.jpeg,jpeg,296,299,168,3,"[[1, 104, 293, 104, 293, 167, 1, 167]]",18396,"[1, 104, 292, 63]",train,36.62,0.44,0.14753988551942515,0.00465744029014141,ok
411,00297.jpeg,jpeg,297,259,194,3,"[[1, 27, 80, 27, 80, 139, 1, 139]]",8848,"[1, 27, 79, 112]",train,17.61,0.5,0.16696850189876264,0.006123209134225522,ok
412,00297.jpeg,jpeg,297,259,194,3,"[[1, 51, 151, 51, 151, 142, 1, 142]]",13650,"[1, 51, 150, 91]",train,27.17,0.5,0.16696850189876264,0.006123209134225522,ok
413,00297.jpeg,jpeg,297,259,194,3,"[[100, 44, 257, 44, 257, 187, 100, 187]]",22451,"[100, 44, 157, 143]",train,44.68,0.5,0.16696850189876264,0.006123209134225522,ok
414,00298.jpeg,jpeg,298,260,194,3,"[[61, 54, 258, 54, 258, 189, 61, 189]]",26595,"[61, 54, 197, 135]",train,52.73,0.41,0.13597958876915822,0.018680315576272137,ok
415,00299.jpeg,jpeg,299,259,194,3,"[[67, 81, 219, 81, 219, 154, 67, 154]]",11096,"[67, 81, 152, 73]",train,22.08,0.42,0.13989490660200177,0.002208525435248397,ok
416,00300.jpeg,jpeg,300,194,260,3,"[[15, 61, 176, 61, 176, 211, 15, 211]]",24150,"[15, 61, 161, 150]",train,47.88,0.65,0.21543849419228442,0.0,ok
417,00301.jpeg,jpeg,301,275,183,3,"[[49, 30, 230, 30, 230, 174, 49, 174]]",26064,"[49, 30, 181, 144]",train,51.79,0.29,0.09712442976859564,0.005236784179321666,ok
418,00302.jpeg,jpeg,302,275,183,3,"[[20, 14, 248, 14, 248, 170, 20, 170]]",35568,"[20, 14, 228, 156]",train,70.68,0.44,0.1480350272249983,0.00512633192084608,ok
419,00304.jpeg,jpeg,304,800,533,3,"[[98, 95, 798, 95, 798, 484, 98, 484]]",272300,"[98, 95, 700, 389]",train,63.86,0.48,0.15893956087750924,0.03346156309303265,ok
420,00305.jpeg,jpeg,305,299,169,3,"[[8, 16, 296, 16, 296, 121, 8, 121]]",30240,"[8, 16, 288, 105]",train,59.84,0.45,0.14837262261708759,0.0007041825807528569,ok
421,00306.jpeg,jpeg,306,322,156,3,"[[34, 56, 231, 56, 231, 127, 34, 127]]",13987,"[34, 56, 197, 71]",train,27.84,0.47,0.1565134638024663,0.013793211332575763,ok
422,00308.jpeg,jpeg,308,800,600,3,"[[67, 55, 799, 55, 799, 586, 67, 586]]",388692,"[67, 55, 732, 531]",train,80.98,0.48,0.15970914760348584,0.009655290001933922,ok
423,00309.jpeg,jpeg,309,266,190,3,"[[3, 24, 246, 24, 246, 169, 3, 169]]",35235,"[3, 24, 243, 145]",train,69.72,0.4,0.1343340290871658,0.010552798133989537,ok
424,00310.jpeg,jpeg,310,1598,946,3,"[[1053, 163, 1594, 163, 1594, 550, 1053, 550]]",209367,"[1053, 163, 541, 387]",train,13.85,0.4,0.13325516697721002,0.015221882088883924,ok
425,00312.jpeg,jpeg,312,800,537,3,"[[70, 133, 713, 133, 713, 468, 70, 468]]",215405,"[70, 133, 643, 335]",train,50.14,0.57,0.19138895887343152,0.0036979571547663325,ok
426,00313.jpeg,jpeg,313,347,145,3,"[[0, 1, 346, 1, 346, 146, 0, 146]]",50170,"[0, 1, 346, 145]",train,99.71,0.41,0.13729459957821283,0.0036976719926485433,ok
427,00314.jpeg,jpeg,314,275,183,3,"[[32, 16, 253, 16, 253, 172, 32, 172]]",34476,"[32, 16, 221, 156]",train,68.51,0.43,0.14473384439054643,0.0019776962141479044,ok
428,00316.jpeg,jpeg,316,317,159,3,"[[64, 7, 317, 7, 317, 161, 64, 161]]",38962,"[64, 7, 253, 154]",train,77.3,0.53,0.17589304713810605,0.002949995590544079,ok
429,00317.jpeg,jpeg,317,299,168,3,"[[66, 59, 175, 59, 175, 151, 66, 151]]",10028,"[66, 59, 109, 92]",train,19.96,0.32,0.10589385512659172,0.0015569555051639294,ok
430,00317.jpeg,jpeg,317,299,168,3,"[[99, 29, 206, 29, 206, 88, 99, 88]]",6313,"[99, 29, 107, 59]",train,12.57,0.32,0.10589385512659172,0.0015569555051639294,ok
431,00318.jpeg,jpeg,318,720,900,3,"[[29, 160, 689, 160, 689, 794, 29, 794]]",418440,"[29, 160, 660, 634]",train,64.57,0.48,0.15922688614540467,0.04228362446458622,ok
432,00321.jpeg,jpeg,321,384,512,3,"[[6, 164, 347, 164, 347, 471, 6, 471]]",104687,"[6, 164, 341, 307]",train,53.25,0.48,0.15930082699312365,0.024414273480658125,ok
433,00323.jpeg,jpeg,323,4160,3120,3,"[[1219, 3, 2090, 3, 2090, 108, 1219, 108]]",91455,"[1219, 3, 871, 105]",train,0.7,0.48,0.15991602259945725,0.014490290728640963,ok
434,00323.jpeg,jpeg,323,4160,3120,3,"[[3, 261, 4146, 261, 4146, 3114, 3, 3114]]",11819979,"[3, 261, 4143, 2853]",train,91.07,0.48,0.15991602259945725,0.014490290728640963,ok
435,00323.jpeg,jpeg,323,4160,3120,3,"[[0, 3, 857, 3, 857, 226, 0, 226]]",191111,"[0, 3, 857, 223]",train,1.47,0.48,0.15991602259945725,0.014490290728640963,ok
436,00323.jpeg,jpeg,323,4160,3120,3,"[[787, 3, 1142, 3, 1142, 87, 787, 87]]",29820,"[787, 3, 355, 84]",train,0.23,0.48,0.15991602259945725,0.014490290728640963,ok
437,00324.jpeg,jpeg,324,260,194,3,"[[28, 21, 244, 21, 244, 142, 28, 142]]",26136,"[28, 21, 216, 121]",train,51.82,0.52,0.17431074518096953,0.006769723191263091,ok
438,00325.jpeg,jpeg,325,177,285,3,"[[26, 26, 159, 26, 159, 253, 26, 253]]",30191,"[26, 26, 133, 227]",train,59.85,0.36,0.12056723915323553,0.002393899040503266,ok
439,00326.jpeg,jpeg,326,272,185,3,"[[1, 18, 271, 18, 271, 185, 1, 185]]",45090,"[1, 18, 270, 167]",train,89.61,0.46,0.15306537506364495,0.003424092143131491,ok
440,00327.jpeg,jpeg,327,225,225,3,"[[1, 55, 224, 55, 224, 224, 1, 224]]",37687,"[1, 55, 223, 169]",train,74.44,0.38,0.12641675784717177,0.006165299382922597,ok
441,00328.jpeg,jpeg,328,296,170,3,"[[1, 15, 294, 15, 294, 166, 1, 166]]",44243,"[1, 15, 293, 151]",train,87.92,0.4,0.13288906553612437,0.021627659438790504,ok
442,00329.jpeg,jpeg,329,800,533,3,"[[66, 150, 687, 150, 687, 479, 66, 479]]",204309,"[66, 150, 621, 329]",train,47.91,0.47,0.15585741701308412,0.013273432547103663,ok
443,00330.jpeg,jpeg,330,280,180,3,"[[88, 81, 227, 81, 227, 164, 88, 164]]",11537,"[88, 81, 139, 83]",train,22.89,0.42,0.13954398796555662,0.004206910612478372,ok
444,00330.jpeg,jpeg,330,280,180,3,"[[245, 136, 280, 136, 280, 162, 245, 162]]",910,"[245, 136, 35, 26]",train,1.81,0.42,0.13954398796555662,0.004206910612478372,ok
445,00330.jpeg,jpeg,330,280,180,3,"[[90, 65, 144, 65, 144, 103, 90, 103]]",2052,"[90, 65, 54, 38]",train,4.07,0.42,0.13954398796555662,0.004206910612478372,ok
446,00330.jpeg,jpeg,330,280,180,3,"[[84, 60, 119, 60, 119, 81, 84, 81]]",735,"[84, 60, 35, 21]",train,1.46,0.42,0.13954398796555662,0.004206910612478372,ok
447,00331.jpeg,jpeg,331,259,194,3,"[[57, 88, 240, 88, 240, 189, 57, 189]]",18483,"[57, 88, 183, 101]",train,36.79,0.37,0.1220706281955524,0.013219264657316567,ok
448,00332.jpeg,jpeg,332,304,166,3,"[[160, 23, 223, 23, 223, 44, 160, 44]]",1323,"[160, 23, 63, 21]",train,2.62,0.39,0.12878834740406414,0.008551189289704018,ok
449,00332.jpeg,jpeg,332,304,166,3,"[[93, 39, 298, 39, 298, 130, 93, 130]]",18655,"[93, 39, 205, 91]",train,36.97,0.39,0.12878834740406414,0.008551189289704018,ok
450,00333.jpeg,jpeg,333,1280,1280,3,"[[0, 297, 1105, 297, 1105, 823, 0, 823]]",581230,"[0, 297, 1105, 526]",train,35.48,0.38,0.12673529012842127,0.042133801807982804,ok
451,00333.jpeg,jpeg,333,1280,1280,3,"[[0, 1040, 283, 1040, 283, 1244, 0, 1244]]",57732,"[0, 1040, 283, 204]",train,3.52,0.38,0.12673529012842127,0.042133801807982804,ok
452,00333.jpeg,jpeg,333,1280,1280,3,"[[665, 1070, 929, 1070, 929, 1242, 665, 1242]]",45408,"[665, 1070, 264, 172]",train,2.77,0.38,0.12673529012842127,0.042133801807982804,ok
453,00333.jpeg,jpeg,333,1280,1280,3,"[[1070, 933, 1280, 933, 1280, 1278, 1070, 1278]]",72450,"[1070, 933, 210, 345]",train,4.42,0.38,0.12673529012842127,0.042133801807982804,ok
454,00338.jpeg,jpeg,338,289,174,3,"[[0, 26, 289, 26, 289, 173, 0, 173]]",42483,"[0, 26, 289, 147]",train,84.48,0.39,0.12863773464151068,0.008158907083122707,ok
455,00342.jpeg,jpeg,342,259,194,3,"[[30, 66, 217, 66, 217, 167, 30, 167]]",18887,"[30, 66, 187, 101]",train,37.59,0.47,0.15697869748809712,0.015028297238136677,ok
456,00343.jpeg,jpeg,343,259,194,3,"[[2, 29, 258, 29, 258, 193, 2, 193]]",41984,"[2, 29, 256, 164]",train,83.56,0.57,0.18837302172656933,0.009350593434895067,ok
457,00344.jpeg,jpeg,344,259,194,3,"[[64, 59, 81, 59, 81, 66, 64, 66]]",119,"[64, 59, 17, 7]",train,0.24,0.62,0.20829443321862973,0.002757602231105453,over-exposed
458,00344.jpeg,jpeg,344,259,194,3,"[[72, 74, 260, 74, 260, 194, 72, 194]]",22560,"[72, 74, 188, 120]",train,44.9,0.62,0.20829443321862973,0.002757602231105453,over-exposed
459,00344.jpeg,jpeg,344,259,194,3,"[[216, 75, 225, 75, 225, 91, 216, 91]]",144,"[216, 75, 9, 16]",train,0.29,0.62,0.20829443321862973,0.002757602231105453,over-exposed
460,00344.jpeg,jpeg,344,259,194,3,"[[167, 67, 216, 67, 216, 90, 167, 90]]",1127,"[167, 67, 49, 23]",train,2.24,0.62,0.20829443321862973,0.002757602231105453,over-exposed
461,00344.jpeg,jpeg,344,259,194,3,"[[104, 59, 146, 59, 146, 76, 104, 76]]",714,"[104, 59, 42, 17]",train,1.42,0.62,0.20829443321862973,0.002757602231105453,over-exposed
462,00345.jpeg,jpeg,345,317,159,3,"[[166, 46, 235, 46, 235, 80, 166, 80]]",2346,"[166, 46, 69, 34]",train,4.65,0.72,0.23856060025475714,0.0,over-exposed
463,00346.jpeg,jpeg,346,600,800,3,"[[94, 206, 586, 206, 586, 712, 94, 712]]",248952,"[94, 206, 492, 506]",train,51.87,0.32,0.10702643518518519,0.029937330176544,ok
464,00349.jpeg,jpeg,349,800,530,3,"[[646, 329, 794, 329, 794, 395, 646, 395]]",9768,"[646, 329, 148, 66]",train,2.3,0.59,0.1960531477370822,0.008198417680155229,ok
465,00349.jpeg,jpeg,349,800,530,3,"[[50, 232, 435, 232, 435, 446, 50, 446]]",82390,"[50, 232, 385, 214]",train,19.43,0.59,0.1960531477370822,0.008198417680155229,ok
466,00349.jpeg,jpeg,349,800,530,3,"[[1, 257, 52, 257, 52, 424, 1, 424]]",8517,"[1, 257, 51, 167]",train,2.01,0.59,0.1960531477370822,0.008198417680155229,ok
467,00349.jpeg,jpeg,349,800,530,3,"[[596, 333, 655, 333, 655, 394, 596, 394]]",3599,"[596, 333, 59, 61]",train,0.85,0.59,0.1960531477370822,0.008198417680155229,ok
468,00349.jpeg,jpeg,349,800,530,3,"[[60, 185, 632, 185, 632, 478, 60, 478]]",167596,"[60, 185, 572, 293]",train,39.53,0.59,0.1960531477370822,0.008198417680155229,ok
469,00350.jpeg,jpeg,350,800,533,3,"[[38, 18, 683, 18, 683, 532, 38, 532]]",331530,"[38, 18, 645, 514]",train,77.75,0.34,0.11493111503513227,0.014727264212694595,ok
470,00352.jpeg,jpeg,352,259,194,3,"[[1, 7, 233, 7, 233, 193, 1, 193]]",43152,"[1, 7, 232, 186]",train,85.88,0.35,0.11724982367796194,0.007110675690327532,ok
471,00353.jpeg,jpeg,353,275,183,3,"[[124, 57, 239, 57, 239, 162, 124, 162]]",12075,"[124, 57, 115, 105]",train,23.99,0.51,0.16969044998360328,0.0032714492760576148,ok
472,00354.jpeg,jpeg,354,259,194,3,"[[0, 57, 84, 57, 84, 107, 0, 107]]",4200,"[0, 57, 84, 50]",train,8.36,0.37,0.12379061032790567,0.006586710195690512,ok
473,00354.jpeg,jpeg,354,259,194,3,"[[80, 66, 257, 66, 257, 188, 80, 188]]",21594,"[80, 66, 177, 122]",train,42.98,0.37,0.12379061032790567,0.006586710195690512,ok
474,00355.jpeg,jpeg,355,800,534,3,"[[61, 138, 776, 138, 776, 493, 61, 493]]",253825,"[61, 138, 715, 355]",train,59.42,0.56,0.1858495997649996,0.0020430595855085013,ok
475,00356.jpeg,jpeg,356,284,177,3,"[[1, 45, 283, 45, 283, 175, 1, 175]]",36660,"[1, 45, 282, 130]",train,72.93,0.47,0.15707678737392414,0.005034198012934461,ok
476,00358.jpeg,jpeg,358,194,259,3,"[[1, 80, 192, 80, 192, 257, 1, 257]]",33807,"[1, 80, 191, 177]",train,67.28,0.48,0.15998292323337807,0.0201653509832245,ok
477,00359.jpeg,jpeg,359,313,161,3,"[[50, 18, 266, 18, 266, 162, 50, 162]]",31104,"[50, 18, 216, 144]",train,61.72,0.6,0.20123121156598028,0.0,ok
478,00359.jpeg,jpeg,359,313,161,3,"[[126, 2, 177, 2, 177, 25, 126, 25]]",1173,"[126, 2, 51, 23]",train,2.33,0.6,0.20123121156598028,0.0,ok
479,00359.jpeg,jpeg,359,313,161,3,"[[184, 4, 226, 4, 226, 17, 184, 17]]",546,"[184, 4, 42, 13]",train,1.08,0.6,0.20123121156598028,0.0,ok
480,00359.jpeg,jpeg,359,313,161,3,"[[49, 5, 126, 5, 126, 27, 49, 27]]",1694,"[49, 5, 77, 22]",train,3.36,0.6,0.20123121156598028,0.0,ok
481,00360.jpeg,jpeg,360,259,194,3,"[[123, 96, 198, 96, 198, 168, 123, 168]]",5400,"[123, 96, 75, 72]",train,10.75,0.46,0.1523500976502796,0.023970874773020897,ok
482,00362.jpeg,jpeg,362,800,329,3,"[[59, 54, 310, 54, 310, 239, 59, 239]]",46435,"[59, 54, 251, 185]",train,17.64,0.45,0.150051785962612,0.007494530719895186,ok
483,00362.jpeg,jpeg,362,800,329,3,"[[469, 42, 772, 42, 772, 281, 469, 281]]",72417,"[469, 42, 303, 239]",train,27.51,0.45,0.150051785962612,0.007494530719895186,ok
484,00363.jpeg,jpeg,363,285,177,3,"[[261, 67, 285, 67, 285, 90, 261, 90]]",552,"[261, 67, 24, 23]",train,1.09,0.5,0.16602893075160483,0.007140084199780704,ok
485,00363.jpeg,jpeg,363,285,177,3,"[[119, 77, 287, 77, 287, 177, 119, 177]]",16800,"[119, 77, 168, 100]",train,33.3,0.5,0.16602893075160483,0.007140084199780704,ok
486,00364.jpeg,jpeg,364,374,135,3,"[[0, 2, 288, 2, 288, 135, 0, 135]]",38304,"[0, 2, 288, 133]",train,75.86,0.81,0.2690364363874553,0.0019217496600186412,ok
487,00365.jpeg,jpeg,365,259,194,3,"[[0, 32, 258, 32, 258, 194, 0, 194]]",41796,"[0, 32, 258, 162]",train,83.18,0.42,0.13878098838681008,0.00858823046134645,ok
488,00365.jpeg,jpeg,365,259,194,3,"[[137, 0, 259, 0, 259, 51, 137, 51]]",6222,"[137, 0, 122, 51]",train,12.38,0.42,0.13878098838681008,0.00858823046134645,ok
489,00366.jpeg,jpeg,366,275,183,3,"[[23, 64, 246, 64, 246, 149, 23, 149]]",18955,"[23, 64, 223, 85]",train,37.67,0.45,0.14870686940117994,0.006998993965957394,ok
490,00368.jpeg,jpeg,368,297,169,3,"[[5, 10, 295, 10, 295, 169, 5, 169]]",46110,"[5, 10, 290, 159]",train,91.87,0.41,0.13774300481188365,0.0027348867930641284,ok
491,00369.jpeg,jpeg,369,275,183,3,"[[0, 25, 274, 25, 274, 183, 0, 183]]",43292,"[0, 25, 274, 158]",train,86.02,0.52,0.17478265782219493,0.012076747657976249,ok
492,00370.jpeg,jpeg,370,403,125,3,"[[77, 0, 402, 0, 402, 125, 77, 125]]",40625,"[77, 0, 325, 125]",train,80.65,0.36,0.12070708898944195,0.001100709083284494,ok
493,00371.jpeg,jpeg,371,259,194,3,"[[0, 0, 257, 0, 257, 193, 0, 193]]",49601,"[0, 0, 257, 193]",train,98.72,0.53,0.17707883747908004,0.0003404845684600374,ok
494,00372.jpeg,jpeg,372,800,533,3,"[[1, 98, 800, 98, 800, 533, 1, 533]]",347565,"[1, 98, 799, 435]",train,81.51,0.46,0.15278204208512672,0.01588730923850186,ok
495,00375.jpeg,jpeg,375,800,600,3,"[[91, 108, 727, 108, 727, 508, 91, 508]]",254400,"[91, 108, 636, 400]",train,53.0,0.49,0.16285736383442267,0.009801659790325268,ok
496,00377.jpeg,jpeg,377,275,183,3,"[[66, 10, 263, 10, 263, 183, 66, 183]]",34081,"[66, 10, 197, 173]",train,67.72,0.4,0.13227765926705173,0.0018990568999182754,ok
497,00378.jpeg,jpeg,378,259,194,3,"[[0, 24, 258, 24, 258, 194, 0, 194]]",43860,"[0, 24, 258, 170]",train,87.29,0.53,0.17711005643085692,0.006488970709497365,ok
498,00379.jpeg,jpeg,379,259,195,3,"[[0, 46, 258, 46, 258, 195, 0, 195]]",38442,"[0, 46, 258, 149]",train,76.12,0.55,0.18337561866973626,0.005717197946799053,ok
499,00380.jpeg,jpeg,380,259,194,3,"[[0, 24, 259, 24, 259, 194, 0, 194]]",44030,"[0, 24, 259, 170]",train,87.63,0.39,0.128459950897792,0.00686928656196366,ok
500,00380.jpeg,jpeg,380,259,194,3,"[[1, 1, 29, 1, 29, 68, 1, 68]]",1876,"[1, 1, 28, 67]",train,3.73,0.39,0.128459950897792,0.00686928656196366,ok
501,00382.jpeg,jpeg,382,800,530,3,"[[72, 231, 540, 231, 540, 501, 72, 501]]",126360,"[72, 231, 468, 270]",train,29.8,0.61,0.20262368356147492,0.005829957947046644,ok
502,00382.jpeg,jpeg,382,800,530,3,"[[455, 259, 760, 259, 760, 484, 455, 484]]",68625,"[455, 259, 305, 225]",train,16.19,0.61,0.20262368356147492,0.005829957947046644,ok
503,00383.jpeg,jpeg,383,800,540,3,"[[0, 1, 800, 1, 800, 540, 0, 540]]",431200,"[0, 1, 800, 539]",train,99.81,0.56,0.18713082183490679,0.013854637330961457,ok
504,00384.jpeg,jpeg,384,275,183,3,"[[1, 64, 275, 64, 275, 139, 1, 139]]",20550,"[1, 64, 274, 75]",train,40.83,0.53,0.17667314092386416,0.00527691758393338,ok
505,00385.jpeg,jpeg,385,275,183,3,"[[163, 75, 192, 75, 192, 99, 163, 99]]",696,"[163, 75, 29, 24]",train,1.38,0.48,0.15888372636685077,0.0028522188965988088,ok
506,00385.jpeg,jpeg,385,275,183,3,"[[181, 55, 219, 55, 219, 71, 181, 71]]",608,"[181, 55, 38, 16]",train,1.21,0.48,0.15888372636685077,0.0028522188965988088,ok
507,00385.jpeg,jpeg,385,275,183,3,"[[245, 81, 275, 81, 275, 105, 245, 105]]",720,"[245, 81, 30, 24]",train,1.43,0.48,0.15888372636685077,0.0028522188965988088,ok
508,00385.jpeg,jpeg,385,275,183,3,"[[1, 92, 274, 92, 274, 183, 1, 183]]",24843,"[1, 92, 273, 91]",train,49.37,0.48,0.15888372636685077,0.0028522188965988088,ok
509,00386.jpeg,jpeg,386,262,192,3,"[[110, 23, 167, 23, 167, 60, 110, 60]]",2109,"[110, 23, 57, 37]",train,4.19,0.4,0.1345660735668313,0.0056773845843247975,ok
510,00386.jpeg,jpeg,386,262,192,3,"[[153, 20, 262, 20, 262, 63, 153, 63]]",4687,"[153, 20, 109, 43]",train,9.32,0.4,0.1345660735668313,0.0056773845843247975,ok
511,00386.jpeg,jpeg,386,262,192,3,"[[14, 53, 262, 53, 262, 173, 14, 173]]",29760,"[14, 53, 248, 120]",train,59.16,0.4,0.1345660735668313,0.0056773845843247975,ok
512,00387.jpeg,jpeg,387,259,194,3,"[[7, 28, 195, 28, 195, 154, 7, 154]]",23688,"[7, 28, 188, 126]",train,47.14,0.42,0.13950758347362346,0.014996881075693644,ok
513,00389.jpeg,jpeg,389,800,532,3,"[[203, 109, 800, 109, 800, 495, 203, 495]]",230442,"[203, 109, 597, 386]",train,54.15,0.51,0.17003245859747404,0.022240910994028387,ok
514,00390.jpeg,jpeg,390,800,522,3,"[[0, 114, 727, 114, 727, 522, 0, 522]]",296616,"[0, 114, 727, 408]",train,71.03,0.32,0.10723351926977687,0.03716934953310605,ok
515,00391.jpeg,jpeg,391,275,183,3,"[[1, 34, 275, 34, 275, 183, 1, 183]]",40826,"[1, 34, 274, 149]",train,81.12,0.49,0.1627521242641783,0.002546697601079677,ok
516,00392.jpeg,jpeg,392,4160,3120,3,"[[0, 434, 4155, 434, 4155, 3120, 0, 3120]]",11160330,"[0, 434, 4155, 2686]",train,85.99,0.42,0.13910891604546158,0.013644390699628426,ok
517,00392.jpeg,jpeg,392,4160,3120,3,"[[1808, 0, 3982, 0, 3982, 711, 1808, 711]]",1545714,"[1808, 0, 2174, 711]",train,11.91,0.42,0.13910891604546158,0.013644390699628426,ok
518,00393.jpeg,jpeg,393,299,168,3,"[[50, 28, 280, 28, 280, 160, 50, 160]]",30360,"[50, 28, 230, 132]",train,60.44,0.46,0.15199992297179,0.013424825834118297,ok
519,00394.jpeg,jpeg,394,270,187,3,"[[16, 63, 260, 63, 260, 187, 16, 187]]",30256,"[16, 63, 244, 124]",train,59.92,0.36,0.1202137484029064,0.01897942803872069,ok
520,00395.jpeg,jpeg,395,224,224,3,"[[1, 15, 224, 15, 224, 224, 1, 224]]",46607,"[1, 15, 223, 209]",train,92.89,0.52,0.17358180251267175,0.01366810529697373,ok
521,00396.jpeg,jpeg,396,800,533,3,"[[0, 49, 538, 49, 538, 533, 0, 533]]",260392,"[0, 49, 538, 484]",train,61.07,0.42,0.14092781640486085,0.014627028448229586,ok
522,00397.jpeg,jpeg,397,800,635,3,"[[90, 223, 625, 223, 625, 533, 90, 533]]",165850,"[90, 223, 535, 310]",train,32.65,0.42,0.14134867222479539,0.03128237907977004,ok
523,00398.jpeg,jpeg,398,259,194,3,"[[177, 83, 259, 83, 259, 154, 177, 154]]",5822,"[177, 83, 82, 71]",train,11.59,0.5,0.16508610316979025,0.003969302284557627,ok
524,00398.jpeg,jpeg,398,259,194,3,"[[43, 82, 187, 82, 187, 170, 43, 170]]",12672,"[43, 82, 144, 88]",train,25.22,0.5,0.16508610316979025,0.003969302284557627,ok
525,00399.jpeg,jpeg,399,299,168,3,"[[68, 45, 299, 45, 299, 168, 68, 168]]",28413,"[68, 45, 231, 123]",train,56.56,0.39,0.1305440273470964,0.008684916541136404,ok
526,00399.jpeg,jpeg,399,299,168,3,"[[170, 13, 265, 13, 265, 57, 170, 57]]",4180,"[170, 13, 95, 44]",train,8.32,0.39,0.1305440273470964,0.008684916541136404,ok
527,00399.jpeg,jpeg,399,299,168,3,"[[170, 29, 226, 29, 226, 58, 170, 58]]",1624,"[170, 29, 56, 29]",train,3.23,0.39,0.1305440273470964,0.008684916541136404,ok
528,00400.jpeg,jpeg,400,259,194,3,"[[0, 73, 259, 73, 259, 170, 0, 170]]",25123,"[0, 73, 259, 97]",train,50.0,0.47,0.15570358541856422,0.008462543464927119,ok
529,00401.jpeg,jpeg,401,225,225,3,"[[1, 4, 225, 4, 225, 225, 1, 225]]",49504,"[1, 4, 224, 221]",train,97.79,0.36,0.1184244266924877,0.0028075862232410436,ok
530,00402.jpeg,jpeg,402,255,198,3,"[[0, 5, 248, 5, 248, 198, 0, 198]]",47864,"[0, 5, 248, 193]",train,94.8,0.62,0.2081761353118523,0.0025091871986785905,ok
531,00403.jpeg,jpeg,403,259,194,3,"[[106, 43, 259, 43, 259, 194, 106, 194]]",23103,"[106, 43, 153, 151]",train,45.98,0.5,0.16579009053235857,0.015178689318287458,ok
532,00403.jpeg,jpeg,403,259,194,3,"[[0, 47, 126, 47, 126, 159, 0, 159]]",14112,"[0, 47, 126, 112]",train,28.09,0.5,0.16579009053235857,0.015178689318287458,ok
533,00403.jpeg,jpeg,403,259,194,3,"[[0, 34, 66, 34, 66, 86, 0, 86]]",3432,"[0, 34, 66, 52]",train,6.83,0.5,0.16579009053235857,0.015178689318287458,ok
534,00405.jpeg,jpeg,405,800,600,3,"[[34, 196, 768, 196, 768, 540, 34, 540]]",252496,"[34, 196, 734, 344]",train,52.6,0.45,0.15122186546840963,0.014574773225017476,ok
